schoolname,ncesid,ncesdistid_admin,ncesdistid_geo,census_id,pp_stloc_raw,pp_fed_raw,pp_total_raw,pp_total_norm_NERDS,flag_nerds,flag_f33,schoolstloc_raw,schoolfed_raw,schooltot_raw,distid_stateassigned,schoolid_stateassigned,distname,address,city,state,zip_code,ncesenroll,enroll_raw,enrollmetric_raw,gradespan,level
R. Roger Rowe Elementary,063174004910,0631740,0631740,05503703700000,22771,283,23054,24198.28877,false,1,7764911,96503,7861414,37683120000000,37683126039051,Rancho Santa Fe Elementary,5927 LA GRANADA,RANCHO SANTA FE,CA,92067,382,382,CALPADS Fall 1 Submission enrollment,KG-05,2
Juniper Ridge Elementary,063183004912,0631830,0631830,05501801200000,35781,2206,37987,39714.28571,false,NRD,250467,15442,265909,18641620000000,18641626010789,Ravendale-Termo Elementary,709-855 TERMO-GRASSHOPPER RD.,TERMO,CA,96132,9,9,CALPADS Fall 1 Submission enrollment,KG-08,3
Cesar Chavez Ravenswood Middle,063186014095,0631860,0631860,05504102000000,21529,2575,24104,NRD,false,1,14187611,1696925,15884536,41689990000000,41689990136093,Ravenswood City Elementary,2450 RALMAR ST.,EAST PALO ALTO,CA,94303,474,474,CALPADS Fall 1 Submission enrollment,06-08,3
Willow Oaks Elementary,063186004917,0631860,0631860,05504102000000,NRD,NRD,NRD,NRD,true,1,NRD,NRD,NRD,41689990000000,41689996044416,Ravenswood City Elementary,620 WILLOW RD.,MENLO PARK,CA,94025,416,416,CALPADS Fall 1 Submission enrollment,KG-05,2
REACH,060181212469,0601812,0601812,NRD,11736,432,12168,NRD,false,NRD,1420056,52272,1472328,49709380120121,01201210120121,REACH,487 WATERTROUGH RD.,SEBASTOPOL,CA,95472,144,140,CALPADS Fall 1 Submission enrollment,KG-08,3
Red Bluff High,063201004923,0632010,0632010,05505202000000,10068,1804,11872,13106.91171,false,1,16310160,2922480,19232640,52716390000000,52716395237201,Red Bluff Joint Union High,1260 UNION ST.,RED BLUFF,CA,96080,1532,1532,CALPADS Fall 1 Submission enrollment,09-12,4
Bidwell Elementary,063198004920,0631980,0631980,05505201900000,10801,817,11618,12209.01021,false,NRD,5260087,397879,5657966,52716210000000,52716216053623,Red Bluff Union Elementary,1256 WALNUT ST.,RED BLUFF,CA,96080,498,496,CALPADS Fall 1 Submission enrollment,KG-05,2
Jackson Heights Elementary,063198004921,0631980,0631980,05505201900000,11474,974,12448,13039.01021,false,NRD,5392780,457780,5850560,52716210000000,52716216053631,Red Bluff Union Elementary,225 S. JACKSON ST.,RED BLUFF,CA,96080,461,456,CALPADS Fall 1 Submission enrollment,KG-05,2
Red Bluff Community Day,063198007464,0631980,0631980,05505201900000,100713,313,101026,101617.0102,true,NRD,NRD,NRD,NRD,52716210000000,52716216114250,Red Bluff Union Elementary,1770 S. JACKSON,RED BLUFF,CA,96080,NRD,NRD,CALPADS Fall 1 Submission enrollment,KG-08,3
Vista Preparatory Academy,063198004922,0631980,0631980,05505201900000,10092,947,11039,11630.01021,false,NRD,6297408,590928,6888336,52716210000000,52716216053656,Red Bluff Union Elementary,1770 S. JACKSON ST.,RED BLUFF,CA,96080,619,619,CALPADS Fall 1 Submission enrollment,06-08,3
Juniper,063204004927,0632040,0632040,05504503200000,12652,1089,13741,14845.21043,false,NRD,2618964,225423,2844387,45701100000000,45701106050488,Redding Elementary,375 ELLIS ST.,REDDING,CA,96001,186,186,CALPADS Fall 1 Submission enrollment,KG-08,3
Redding Community Day,063204008385,0632040,0632040,05504503200000,46237,702,46939,48043.21043,false,NRD,554844,8424,563268,45701100000000,45701106117147,Redding Elementary,5885 E. BONNYVIEW RD.,REDDING,CA,96001,15,15,CALPADS Fall 1 Submission enrollment,01-08,3
Sequoia Middle,063204004929,0632040,0632040,05504503200000,12032,957,12989,14093.21043,false,NRD,6401024,509124,6910148,45701100000000,45701106050520,Redding Elementary,1805 SEQUOIA ST.,REDDING,CA,96001,558,558,CALPADS Fall 1 Submission enrollment,04-08,3
Stellar Charter,063204014118,0632040,0632040,05504503200000,10102,NRD,10102,11206.21043,false,NRD,2161828,NRD,2161828,45701100000000,45701100135889,Redding Elementary,5885 E. BONNYVIEW RD.,REDDING,CA,96001,216,216,CALPADS Fall 1 Submission enrollment,KG-12,4
Sycamore Elementary,063204004930,0632040,0632040,05504503200000,12974,746,13720,14824.21043,false,NRD,2971046,170834,3141880,45701100000000,45701106050538,Redding Elementary,1926 SYCAMORE DR.,REDDING,CA,96001,224,222,CALPADS Fall 1 Submission enrollment,KG-05,2
Turtle Bay,063204009182,0632040,0632040,05504503200000,9400,399,9799,10903.21043,false,NRD,8272000,351120,8623120,45701100000000,45701106101612,Redding Elementary,1330 ARBORETUM DR.,REDDING,CA,96003,847,847,CALPADS Fall 1 Submission enrollment,KG-08,3
Citrus Valley High,063207012254,0632070,0632070,05503604500000,11016,891,11907,12863.28488,true,1,23034456,1863081,24897537,36678430000000,36678430118802,Redlands Unified,800 W. PIONEER AVE.,REDLANDS,CA,92374,2089,2089,CALPADS Fall 1 Submission enrollment,09-12,4
Clement Middle,063207007274,0632070,0632070,05503604500000,10956,1241,12197,13153.28488,true,1,11043648,1250928,12294576,36678430000000,36678436059414,Redlands Unified,501 E. PENNSYLVANIA AVE.,REDLANDS,CA,92374,1031,1031,CALPADS Fall 1 Submission enrollment,06-08,3
Crafton Elementary,063207004933,0632070,0632070,05503604500000,10718,1059,11777,12733.28488,true,1,7802704,770952,8573656,36678430000000,36678436036479,Redlands Unified,311 N. WABASH AVE.,REDLANDS,CA,92374,682,682,CALPADS Fall 1 Submission enrollment,KG-05,2
Franklin Elementary,063207004936,0632070,0632070,05503604500000,10728,1205,11933,12889.28488,true,1,7005384,786865,7792249,36678430000000,36678436036503,Redlands Unified,850 E. COLTON AVE.,REDLANDS,CA,92374,685,684,CALPADS Fall 1 Submission enrollment,KG-05,2
Highland Grove Elementary,063207011102,0632070,0632070,05503604500000,10738,1048,11786,12742.28488,true,1,5637450,550200,6187650,36678430000000,36678430107888,Redlands Unified,7700 ORANGE ST.,HIGHLAND,CA,92346,509,509,CALPADS Fall 1 Submission enrollment,KG-05,2
Judson & Brown Elementary,063207011740,0632070,0632070,05503604500000,10791,975,11766,12722.28488,true,1,6086124,549900,6636024,36678430000000,36678430110569,Redlands Unified,1401 E. PENNSYLVANIA AVE.,REDLANDS,CA,92374,535,535,CALPADS Fall 1 Submission enrollment,KG-05,2
Kimberly Elementary,063207004937,0632070,0632070,05503604500000,10676,908,11584,12540.28488,true,1,6341544,539352,6880896,36678430000000,36678436036511,Redlands Unified,301 W. S. AVE.,REDLANDS,CA,92373,620,620,CALPADS Fall 1 Submission enrollment,KG-05,2
Lugonia Elementary,063207004939,0632070,0632070,05503604500000,10814,1566,12380,13336.28488,true,1,7039914,1019466,8059380,36678430000000,36678436036537,Redlands Unified,202 E. PENNSYLVANIA AVE.,REDLANDS,CA,92374,717,717,CALPADS Fall 1 Submission enrollment,KG-05,2
Redlands eAcademy,063207013458,0632070,0632070,05503604500000,11782,684,12466,13422.28488,true,1,1178200,68400,1246600,36678430000000,36678430127837,Redlands Unified,820 W. STUART AVE.,REDLANDS,CA,92374,95,95,CALPADS Fall 1 Submission enrollment,KG-12,4
Birney Elementary,060003204952,0600032,0600032,05501908400000,11852,366,12218,11672.01521,false,NRD,5617848,173484,5791332,19753410000000,19753416022032,Redondo Beach Unified,1600 GREEN LN.,REDONDO BEACH,CA,90278,457,457,CALPADS Fall 1 Submission enrollment,KG-05,2
Lincoln Elementary,060003204957,0600032,0600032,05501908400000,12032,366,12398,11852.01521,false,NRD,7892992,240096,8133088,19753410000000,19753416022107,Redondo Beach Unified,2223 PLANT AVE.,REDONDO BEACH,CA,90278,651,651,CALPADS Fall 1 Submission enrollment,KG-06,2
Madison Elementary,060003204958,0600032,0600032,05501908400000,11838,497,12335,11789.01521,false,NRD,5919000,248500,6167500,19753410000000,19753416022115,Redondo Beach Unified,2200 MACKAY LN.,REDONDO BEACH,CA,90278,488,488,CALPADS Fall 1 Submission enrollment,KG-05,2
Redondo Beach Learning Academy,060003212165,0600032,0600032,05501908400000,37977,366,38343,37797.01521,false,NRD,303816,2928,306744,19753410000000,19753410116285,Redondo Beach Unified,1000 DEL AMO ST.,REDONDO BEACH,CA,90277,8,8,CALPADS Fall 1 Submission enrollment,08-12,4
Redondo Union High,060003206330,0600032,0600032,05501908400000,10444,375,10819,10273.01521,false,NRD,32407732,1163625,33571357,19753410000000,19753411937143,Redondo Beach Unified,ONE SEA HAWK WAY,REDONDO BEACH,CA,90277,3040,3040,CALPADS Fall 1 Submission enrollment,09-12,4
Tulita Elementary,060003204960,0600032,0600032,05501908400000,12118,366,12484,11938.01521,false,NRD,5852994,176778,6029772,19753410000000,19753416022149,Redondo Beach Unified,1520 PROSPECT AVE.,REDONDO BEACH,CA,90277,474,474,CALPADS Fall 1 Submission enrollment,KG-05,2
Redwood Academy of Ukiah,060161008520,0601610,0601610,NRD,9384,468,9852,NRD,false,NRD,1351296,67392,1418688,23656152330413,23304132330413,Redwood Academy of Ukiah,1059 N. STATE ST.,UKIAH,CA,95482,151,151,CALPADS Fall 1 Submission enrollment,07-12,4
Garfield Elementary,063213004965,0632130,0632130,05504102100000,12966,1974,14940,14860.30725,false,1,6936810,1056090,7992900,41690050000000,41690056044473,Redwood City Elementary,3600 MIDFIELD RD.,MENLO PARK,CA,94025,533,533,CALPADS Fall 1 Submission enrollment,KG-08,3
Hoover Elementary,063213004968,0632130,0632130,05504102100000,13332,1723,15055,14975.30725,false,1,9759024,1261236,11020260,41690050000000,41690056044507,Redwood City Elementary,701 CHARTER ST.,REDWOOD CITY,CA,94063,652,652,CALPADS Fall 1 Submission enrollment,KG-08,3
John F. Kennedy Middle,063213004970,0632130,0632130,05504102100000,13814,1796,15610,15530.30725,false,1,10180918,1323652,11504570,41690050000000,41690056044531,Redwood City Elementary,2521 GOODWIN AVE.,REDWOOD CITY,CA,93239,667,667,CALPADS Fall 1 Submission enrollment,05-08,3
McKinley Institute of Technology,063213004971,0632130,0632130,05504102100000,15873,2197,18070,17990.30725,false,1,5999994,830466,6830460,41690050000000,41690056044556,Redwood City Elementary,400 DUANE ST.,REDWOOD CITY,CA,94062,384,384,CALPADS Fall 1 Submission enrollment,06-08,3
Orion Alternative,063213008182,0632130,0632130,05504102100000,13162,1646,14808,14728.30725,false,1,6225626,778558,7004184,41690050000000,41690056102941,Redwood City Elementary,815 ALLERTON ST.,REDWOOD CITY,CA,94063,229,229,CALPADS Fall 1 Submission enrollment,KG-05,2
Roosevelt Elementary,063213004972,0632130,0632130,05504102100000,12365,1726,14091,14011.30725,false,1,9459225,1320390,10779615,41690050000000,41690056044572,Redwood City Elementary,2223 VERA AVE.,REDWOOD CITY,CA,94061,555,554,CALPADS Fall 1 Submission enrollment,KG-08,3
Roy Cloud Elementary,063213004963,0632130,0632130,05504102100000,12211,1421,13632,13552.30725,false,1,9170461,1067171,10237632,41690050000000,41690056044432,Redwood City Elementary,3790 RED OAK WAY,REDWOOD CITY,CA,94061,751,751,CALPADS Fall 1 Submission enrollment,KG-08,3
Redwood Coast Montessori,060192214287,0601922,0601922,NRD,11389,325,11714,NRD,false,1,1685572,48100,1733672,12626790137653,01376530137653,Redwood Coast Montessori,1611 PENINSULA DR.,MANILA,CA,95521,140,140,CALPADS Fall 1 Submission enrollment,KG-12,4
Redwood Preparatory Charter,060199512857,0601995,0601995,NRD,8395,546,8941,NRD,false,NRD,1888875,122850,2011725,12768020124164,01241640124164,Redwood Preparatory Charter,1480 ROSS HILL RD.,FORTUNA,CA,95540,222,222,CALPADS Fall 1 Submission enrollment,KG-08,3
Bel Aire Elementary,063216004975,0632160,0632160,05502101600000,18390,517,18907,20157.89885,false,1,7889310,221793,8111103,21654250000000,21654256024616,Reed Union Elementary,277 KAREN WAY,TIBURON,CA,94920,459,459,CALPADS Fall 1 Submission enrollment,03-05,2
Reed Elementary,063216004976,0632160,0632160,05502101600000,17617,350,17967,19217.89885,false,1,5813610,115500,5929110,21654250000000,21654256024657,Reed Union Elementary,1199 TIBURON BLVD.,TIBURON,CA,94920,363,363,CALPADS Fall 1 Submission enrollment,KG-02,2
Reeds Creek Elementary,063225004979,0632250,0632250,05505202100000,8616,318,8934,NRD,false,NRD,1559496,57558,1617054,52716470000000,52716476053664,Reeds Creek Elementary,18335 JOHNSON RD,RED BLUFF,CA,96080,172,172,CALPADS Fall 1 Submission enrollment,KG-08,3
Avenal Elementary,063227007334,0632270,0632270,05501601800000,9341,744,10085,NRD,false,1,6828271,543864,7372135,16739320000000,16739326010565,Reef-Sunset Unified,500 S. FIRST AVE.,AVENAL,CA,93204,741,741,CALPADS Fall 1 Submission enrollment,KG-05,2
Kettleman City Elementary,063227007336,0632270,0632270,05501601800000,11333,840,12173,NRD,false,1,3071243,227640,3298883,16739320000000,16739326010573,Reef-Sunset Unified,701 GENERAL PETROLEUM ST.,KETTLEMAN CITY,CA,93239,274,274,CALPADS Fall 1 Submission enrollment,KG-08,3
Reef Sunset Middle,063227010227,0632270,0632270,05501601800000,9162,837,9999,NRD,false,1,5359770,489645,5849415,16739320000000,16739326109888,Reef-Sunset Unified,608 N. FIRST AVE.,AVENAL,CA,93204,548,548,CALPADS Fall 1 Submission enrollment,06-08,3
Reef-Sunset Secondary Community Day,063227007999,0632270,0632270,05501601800000,3333,824,4157,NRD,true,1,13332,3296,16628,16739320000000,16739321630185,Reef-Sunset Unified,861 MONTEREY ST.,AVENAL,CA,93204,3,3,CALPADS Fall 1 Submission enrollment,06-12,4
Sunrise High (Continuation),063227007337,0632270,0632270,05501601800000,11142,850,11992,NRD,false,1,300834,22950,323784,16739320000000,16739321630078,Reef-Sunset Unified,209 N. PARK AVE.,AVENAL,CA,93204,27,27,CALPADS Fall 1 Submission enrollment,09-12,4
Renaissance Arts Academy,060176611314,0601766,0601766,NRD,11388,720,12108,NRD,false,NRD,6138132,388080,6526212,19647330101683,01016830101683,Renaissance Arts Academy,2558 N. SAN FERNANDO RD.,LOS ANGELES,CA,90065,554,554,CALPADS Fall 1 Submission enrollment,KG-12,4
Jackson Elementary,063231004983,0632310,0632310,05500902400000,8334,676,9010,9845.342659,false,1,3725298,302172,4027470,09619780000000,09619786005706,Rescue Union Elementary,2561 FRANCISCO DR.,EL DORADO HILLS,CA,95762,482,482,CALPADS Fall 1 Submission enrollment,KG-05,2
Lake Forest Elementary,063231010017,0632310,0632310,05500902400000,8315,1005,9320,10155.34266,false,1,3725120,450240,4175360,09619780000000,09619786109441,Rescue Union Elementary,2240 SAILSBURY DR.,EL DORADO HILLS,CA,95762,409,409,CALPADS Fall 1 Submission enrollment,KG-05,2
Lakeview Elementary,063231010769,0632310,0632310,05500902400000,8447,891,9338,10173.34266,false,1,4527592,477576,5005168,09619780000000,09619780108258,Rescue Union Elementary,3371 BRITTANY WAY,EL DORADO HILLS,CA,95762,533,533,CALPADS Fall 1 Submission enrollment,KG-05,2
Rescue Elementary,063231004984,0632310,0632310,05500902400000,8521,823,9344,10179.34266,false,1,3962265,382695,4344960,09619780000000,09619786005714,Rescue Union Elementary,3880 GREEN VALLEY RD.,RESCUE,CA,95672,478,478,CALPADS Fall 1 Submission enrollment,KG-05,2
Resolute Academy Charter,060186413901,0601864,0601864,NRD,10066,1852,11918,NRD,false,NRD,2576896,474112,3051008,19647330131870,01318700131870,Resolute Academy Charter,1265 E. 112TH ST.,LOS ANGELES,CA,90059,246,246,CALPADS Fall 1 Submission enrollment,05-08,3
Charlotte N. Werner Elementary,063237012308,0632370,0632370,05503604700000,12489,1313,13802,13367.78957,false,NRD,10053645,1056965,11110610,36678500000000,36678500116483,Rialto Unified,1050 W. RIALTO AVE.,RIALTO,CA,92376,835,835,CALPADS Fall 1 Submission enrollment,KG-05,2
Dunn Elementary,063237004989,0632370,0632370,05503604700000,12891,1395,14286,13851.78957,false,NRD,7206069,779805,7985874,36678500000000,36678506036636,Rialto Unified,830 N. LILAC AVE.,RIALTO,CA,92376,578,578,CALPADS Fall 1 Submission enrollment,KG-05,2
Eisenhower Senior High,063237004990,0632370,0632370,05503604700000,12476,1522,13998,13563.78957,false,NRD,30241824,3689328,33931152,36678500000000,36678503633005,Rialto Unified,1321 N. LILAC AVE.,RIALTO,CA,92376,2360,2360,CALPADS Fall 1 Submission enrollment,09-12,4
Elizabeth T. Hughbanks Elementary,063237009427,0632370,0632370,05503604700000,12060,1691,13751,13316.78957,false,NRD,5656140,793079,6449219,36678500000000,36678506107155,Rialto Unified,2241 N. APPLE AVE.,RIALTO,CA,92377,523,523,CALPADS Fall 1 Submission enrollment,KG-05,2
Ernest Garcia Elementary,063237003848,0632370,0632370,05503604700000,12195,1513,13708,13273.78957,false,NRD,7512120,932008,8444128,36678500000000,36678506111736,Rialto Unified,1390 W. RANDALL AVE.,COLTON,CA,92324,648,648,CALPADS Fall 1 Submission enrollment,KG-05,2
Ethel Kucera Middle,063237003852,0632370,0632370,05503604700000,12901,1538,14439,14004.78957,false,NRD,14113694,1682572,15796266,36678500000000,36678506111744,Rialto Unified,2140 W. BUENA VISTA DR.,RIALTO,CA,92377,1089,1089,CALPADS Fall 1 Submission enrollment,06-08,3
Georgia Morris Elementary,063237010020,0632370,0632370,05503604700000,11595,1310,12905,12470.78957,false,NRD,7304850,825300,8130150,36678500000000,36678506108864,Rialto Unified,1900 W. RANDALL AVE.,COLTON,CA,92324,613,613,CALPADS Fall 1 Submission enrollment,KG-06,2
Helen L. Dollahan Elementary,063237008949,0632370,0632370,05503604700000,11493,1402,12895,12460.78957,false,NRD,7252083,884662,8136745,36678500000000,36678506105704,Rialto Unified,1060 W. ETIWANDA AVE.,RIALTO,CA,92376,636,636,CALPADS Fall 1 Submission enrollment,KG-05,2
Henry Elementary,063237007829,0632370,0632370,05503604700000,13410,1588,14998,14563.78957,false,NRD,5618790,665372,6284162,36678500000000,36678506036644,Rialto Unified,470 E. ETIWANDA AVE.,RIALTO,CA,92376,457,456,CALPADS Fall 1 Submission enrollment,KG-05,2
Kelley Elementary,063237004993,0632370,0632370,05503604700000,11300,1475,12775,12340.78957,false,NRD,8192500,1069375,9261875,36678500000000,36678506036651,Rialto Unified,380 S. MERIDIAN AVE.,RIALTO,CA,92376,642,642,CALPADS Fall 1 Submission enrollment,KG-05,2
Morgan Elementary,063237004995,0632370,0632370,05503604700000,12243,1663,13906,13471.78957,false,NRD,6390846,868086,7258932,36678500000000,36678506036669,Rialto Unified,1571 N. SYCAMORE AVE.,RIALTO,CA,92376,558,558,CALPADS Fall 1 Submission enrollment,KG-05,2
Myers Elementary,063237004996,0632370,0632370,05503604700000,11728,1485,13213,12778.78957,false,NRD,6227568,788535,7016103,36678500000000,36678506036677,Rialto Unified,975 N. MERIDIAN AVE.,RIALTO,CA,92376,518,518,CALPADS Fall 1 Submission enrollment,KG-05,2
Preston Elementary,063237004997,0632370,0632370,05503604700000,11572,1333,12905,12470.78957,false,NRD,6665472,767808,7433280,36678500000000,36678506036685,Rialto Unified,1750 N. WILLOW AVE.,RIALTO,CA,92376,593,593,CALPADS Fall 1 Submission enrollment,KG-05,2
Rialto High,063237001126,0632370,0632370,05503604700000,11822,1468,13290,12855.78957,false,NRD,33397150,4147100,37544250,36678500000000,36678503630597,Rialto Unified,595 S. EUCALYPTUS AVE.,RIALTO,CA,92376,2711,2711,CALPADS Fall 1 Submission enrollment,09-12,4
Samuel W. Simpson Elementary,063237009183,0632370,0632370,05503604700000,11614,1246,12860,12425.78957,false,NRD,8118186,870954,8989140,36678500000000,36678506106538,Rialto Unified,1050 S. LILAC AVE.,RIALTO,CA,92376,718,718,CALPADS Fall 1 Submission enrollment,KG-05,2
William G. Jehue Middle,063237007621,0632370,0632370,05503604700000,10998,1467,12465,12030.78957,false,NRD,17563806,2342799,19906605,36678500000000,36678506114920,Rialto Unified,1500 N. EUCALYPTUS AVE.,COLTON,CA,92324,1604,1604,CALPADS Fall 1 Submission enrollment,06-08,3
Wilmer Amina Carter High,063237011103,0632370,0632370,05503604700000,12634,1522,14156,13721.78957,false,NRD,29828874,3593442,33422316,36678500000000,36678500102830,Rialto Unified,2630 N. LINDEN AVE.,RIALTO,CA,92377,2322,2322,CALPADS Fall 1 Submission enrollment,09-12,4
Golden Oak Elementary,062145009566,0621450,0621450,05501504300000,15452,4449,19901,NRD,false,1,11573548,3332301,14905849,15635780000000,15635786090591,Richland Union Elementary,190 S. WALL,SHAFTER,CA,93263,731,731,CALPADS Fall 1 Submission enrollment,KG-06,2
Redwood Elementary,062145009564,0621450,0621450,05501504300000,15500,4503,20003,NRD,false,1,12415500,3606903,16022403,15635780000000,15635786009989,Richland Union Elementary,331 N. SHAFTER AVE.,SHAFTER,CA,93263,799,799,CALPADS Fall 1 Submission enrollment,KG-06,2
Sequoia Elementary,062145010810,0621450,0621450,05501504300000,16423,4452,20875,NRD,false,1,10280798,2786952,13067750,15635780000000,15635780107771,Richland Union Elementary,500 E. FRESNO AVE.,SHAFTER,CA,93263,650,650,CALPADS Fall 1 Submission enrollment,KG-06,2
Richmond Charter Academy,060212113164,0602121,0602121,NRD,12104,877,12981,NRD,false,1,3231768,234159,3465927,07617960126805,01268050126805,Richmond Charter Academy,1450 MARINA WAY S.,RICHMOND,CA,94804,269,269,CALPADS Fall 1 Submission enrollment,06-08,3
Richmond College Preparatory,060172211576,0601722,0601722,NRD,10490,813,11303,NRD,false,NRD,5811460,450402,6261862,07617960110973,01109730110973,Richmond College Preparatory,214 S. 11TH ST.,RICHMOND,CA,94804,542,542,CALPADS Fall 1 Submission enrollment,KG-08,3
Richmond Elementary,063252005005,0632520,0632520,05501801300000,7978,119,8097,NRD,false,NRD,1683358,25109,1708467,18641700000000,18641706010797,Richmond Elementary,700-585 RICHMOND RD. E.,SUSANVILLE,CA,96130,226,226,CALPADS Fall 1 Submission enrollment,KG-08,3
"Ridgecrest Elementary Academy for Language, Music, and Science",060193108706,0601931,0601931,NRD,9865,1086,10951,NRD,false,1,2979230,327972,3307202,15101571530500,15305001530500,"Ridgecrest Elementary Academy for Language, Music, and Science",325 S. DOWNS ST.,RIDGECREST,CA,93555,477,NRD,CALPADS Fall 1 Submission enrollment,KG-06,2
Rim of the World Senior High,063261005074,0632610,0632610,05503604800000,12217,751,12968,13716.67339,false,NRD,11655018,716454,12371472,36678680000000,36678683635265,Rim of the World Unified,27400 HIGHWAY 18,LAKE ARROWHEAD,CA,92352,915,915,CALPADS Fall 1 Submission enrollment,09-12,4
Rim Virtual,063261013953,0632610,0632610,05503604800000,NRD,NRD,NRD,NRD,true,NRD,NRD,NRD,NRD,36678680000000,36678680133181,Rim of the World Unified,27315 N. BAY RD. STE. C,BLUE JAY,CA,92317,NRD,NRD,CALPADS Fall 1 Submission enrollment,KG-08,3
Madrone Elementary,063264005078,0632640,0632640,05504905200000,7690,302,7992,NRD,false,1,3183660,125028,3308688,49708960000000,49708966052021,Rincon Valley Union Elementary,4550 RINCONADA DR.,SANTA ROSA,CA,95409,419,419,CALPADS Fall 1 Submission enrollment,KG-06,2
Rincon Valley Partnership,063264012471,0632640,0632640,05504905200000,35068,NRD,35068,NRD,true,1,3366528,NRD,3366528,49708960000000,49708960120980,Rincon Valley Union Elementary,1000 YULUPA AVE.,SANTA ROSA,CA,95405,71,70,CALPADS Fall 1 Submission enrollment,KG-06,2
Whited Elementary Charter,063264005080,0632640,0632640,05504905200000,8851,315,9166,NRD,false,1,3354529,119385,3473914,49708960000000,49708966052047,Rincon Valley Union Elementary,4995 SONOMA HWY.,SANTA ROSA,CA,95409,406,406,CALPADS Fall 1 Submission enrollment,KG-06,2
Eagle Prairie Elementary,063273005086,0632730,0632730,05501205100000,11119,1167,12286,13111.5461,false,1,2157086,226398,2383484,12630080000000,12630086008114,Rio Dell Elementary,95 CENTER ST.,RIO DELL,CA,95562,208,208,CALPADS Fall 1 Submission enrollment,KG-05,2
Monument Middle,063273005087,0632730,0632730,05501205100000,11773,1451,13224,14049.5461,false,1,1036024,127688,1163712,12630080000000,12630086008122,Rio Dell Elementary,95 CENTER ST.,RIO DELL,CA,95562,99,99,CALPADS Fall 1 Submission enrollment,06-08,3
Rio del Valle Middle,063276005089,0632760,0632760,05505602300000,3162,1116,4278,NRD,true,1,2589678,914004,3503682,56725610000000,56725616055495,Rio Elementary,3100 ROSE AVE.,OXNARD,CA,93036,797,797,CALPADS Fall 1 Submission enrollment,06-08,3
Rio Rosales,063276008667,0632760,0632760,05505602300000,3192,1288,4480,NRD,true,1,1596000,644000,2240000,56725610000000,56725616118061,Rio Elementary,1001 KOHALA ST.,OXNARD,CA,93030,495,495,CALPADS Fall 1 Submission enrollment,KG-05,2
Rio Vista Middle,063276011957,0632760,0632760,05505602300000,3180,1570,4750,NRD,true,1,2213280,1092720,3306000,56725610000000,56725610113977,Rio Elementary,3050 THAMES RIVER DR.,OXNARD,CA,93036,709,709,CALPADS Fall 1 Submission enrollment,06-08,3
Rio Valley Charter,060176512723,0601765,0601765,NRD,11136,235,11371,NRD,false,1,9287424,195990,9483414,39685850122580,01225800122580,Rio Valley Charter,1110 W. KETTLEMAN DR. STE. 10,LODI,CA,95240,833,833,CALPADS Fall 1 Submission enrollment,KG-12,4
Harvest High,063288013703,0632880,0632880,05503905400000,15566,3616,19182,19352.56311,false,NRD,435848,101248,537096,39686500000000,39686500128215,Ripon Unified,729 W. MAIN ST.,RIPON,CA,95366,26,26,CALPADS Fall 1 Submission enrollment,09-12,4
Park View Elementary,063288011421,0632880,0632880,05503905400000,9032,318,9350,9520.56311,false,NRD,4245040,149460,4394500,39686500000000,39686500108035,Ripon Unified,751 CINDY DR.,RIPON,CA,95366,470,470,CALPADS Fall 1 Submission enrollment,KG-08,3
Ripon High,063288005112,0632880,0632880,05503905400000,9530,376,9906,10076.56311,false,NRD,9530000,376000,9906000,39686500000000,39686503935756,Ripon Unified,301 N. ACACIA AVE.,RIPON,CA,95366,970,970,CALPADS Fall 1 Submission enrollment,09-12,4
Weston Elementary,063288008953,0632880,0632880,05503905400000,9192,240,9432,9602.56311,false,NRD,4301856,112320,4414176,39686500000000,39686506106322,Ripon Unified,1660 STANLEY DR.,RIPON,CA,95366,470,470,CALPADS Fall 1 Submission enrollment,KG-08,3
Rise Kohyang High,060194613974,0601946,0601946,NRD,16619,663,17282,NRD,false,1,6680838,266526,6947364,19647330133868,01338680133868,Rise Kohyang High,"600 S. LAFAYETTE PARK PL., SECOND FL.",LOS ANGELES,CA,90057,288,288,CALPADS Fall 1 Submission enrollment,09-12,4
Rise Kohyang Middle,060172312852,0601723,0601723,NRD,12021,683,12704,NRD,false,1,5060841,287543,5348384,19647330124222,01242220124222,Rise Kohyang Middle,3020 WILSHIRE BLVD. STE. 250,LOS ANGELES,CA,90010,394,394,CALPADS Fall 1 Submission enrollment,06-08,3
River Charter Schools Lighthouse Charter,060231413849,0602314,0602314,NRD,1021,433,1454,NRD,true,1,422694,179262,601956,57726940131706,01317060131706,River Charter Schools Lighthouse Charter,1500 PARK BLVD.,WEST SACRAMENTO,CA,95691,335,329,CALPADS Fall 1 Submission enrollment,KG-08,3
Clarksburg Middle,063311011731,0633110,0633110,05503480100000,8204,309,8513,NRD,false,1,2239692,84357,2324049,34674130000000,34674130112078,River Delta Joint Unified,52870 NETHERLANDS RD.,CLARKSBURG,CA,95612,275,275,CALPADS Fall 1 Submission enrollment,07-09,3
Mokelumne High (Continuation),063311002535,0633110,0633110,05503480100000,10622,867,11489,NRD,false,1,201818,16473,218291,34674130000000,34674133430550,River Delta Joint Unified,151 CT.LAND HIGH SCH LN.,COURTLAND,CA,95615,14,14,CALPADS Fall 1 Submission enrollment,09-12,4
